""	"ACCHF1"	"ACCHF2"	"ACCHF3"	"ACCHM1"	"ACCHM2"	"ACCHM3"	"ACPNF1"	"ACPNF2"	"ACPNF3"	"ACPNM1"	"ACPNM2"	"ACPNM3"	"CLPSF1"	"CLPSF2"	"CLPSF3"	"CLPSM1"	"CLPSM2"	"CLPSM3"	"CLSBF1"	"CLSBF2"	"CLSBF3"	"CLSBM1"	"CLSBM2"	"CLSBM3"	"GAPNF1"	"GAPNF2"	"GAPNM1"	"GAPNM2"	"VIPSF1"	"VIPSF2"	"VIPSF3"	"VIPSM1"	"VIPSM2"	"VIPSM3"	"WGSBF1"	"WGSBF2"	"WGSBF3"	"WGSBM1"	"WGSBM2"	"WGSBM3"	"WOCHF1"	"WOCHF2"	"WOCHF3"	"WOCHM1"	"WOCHM2"	"WOCHM3"
"ASV22"	21.3849287169043	234.932349323493	13.3689839572193	74.6268656716418	73.9191073919108	89.4039735099338	1681.99233716475	2366.38830897704	480	316.279069767442	625	1126.63755458515	177.947598253275	434.640522875817	531.961792799412	1379.49836423119	453.64238410596	406.827880512091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.7192982456141	0	415.770609318996	0	72.3981900452489	0	71.9178082191781	0	172.881355932203	138.801261829653	750.68493150685	99.6978851963747
"ASV23"	1541.75152749491	1111.93111931119	963.903743315508	0	382.147838214784	783.664459161148	0	0	0	0	0	0	564.410480349345	29.4117647058824	1173.40191036003	85.0599781897492	526.490066225166	98.1507823613087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.456140350877	0	798.088410991637	0	0	0	0	0	0	0	0	0
"ASV24"	8.14663951120163	150.061500615006	26.7379679144385	507.462686567164	103.207810320781	58.4988962472406	118.773946360153	53.2359081419624	348.571428571429	246.511627906977	155	762.008733624454	0	0	0	0	0	0	0	0	2.82087447108604	0	0	0	979.166666666668	156.862745098039	795.180722891568	235.714285714286	1449.27536231884	755.319148936171	686.868686868687	461.794019933555	1584.45945945946	308.383233532934	1929.82456140351	741.279069767442	479.091995221028	834.123222748816	6063.3484162896	1734.26573426574	0	0	450.847457627119	577.287066246057	232.876712328767	81.570996978852
"ASV25"	1202.64765784114	601.476014760148	486.631016042781	5839.55223880597	271.966527196653	380.794701986755	0	0	0	0	0	0	204.148471615721	58.8235294117647	422.483468038207	148.309705561614	438.741721854305	36.9843527738265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0526315789474	0	0	0	0	0	119.86301369863	82.5958702064897	294.915254237288	419.558359621451	912.328767123288	456.19335347432
"ASV26"	63.1364562118126	109.471094710947	60.1604278074866	0	59.9721059972106	164.459161147903	229.885057471264	29.2275574112735	217.142857142857	269.767441860465	710.000000000001	558.951965065502	0	0	0	0	0	0	144.542772861357	774.617067833698	598.02538787024	256	84.7457627118645	0	0	0	0	0	0	0	0	86.3787375415283	0	0	2416.66666666667	1031.97674418605	369.175627240143	521.32701421801	2366.51583710407	3276.22377622378	547.945205479452	147.492625368732	332.203389830509	280.757097791798	528.767123287671	126.888217522659
"ASV27"	0	0	0	0	430.962343096234	0	145.593869731801	0	194.285714285714	641.860465116279	0	290.393013100437	0	0	0	0	0	0	772.861356932154	980.306345733042	1576.86882933709	788	262.71186440678	411.111111111111	1395.83333333334	0	0	0	210.144927536232	0	323.232323232323	0	0	0	723.684210526316	2424.41860465116	578.255675029869	1308.05687203792	891.402714932127	541.958041958042	0	0	0	220.820189274448	0	0
"ASV28"	50.9164969450102	100.861008610086	97.5935828877005	0	285.913528591353	783.664459161148	0	0	0	0	0	0	420.305676855895	62.0915032679739	748.714180749449	105.779716466739	546.35761589404	120.910384068279	0	0	0	60	0	27.7777777777778	0	0	0	0	0	0	0	0	0	5.98802395209581	603.070175438597	0	2990.44205495818	0	27.1493212669683	0	0	0	0	0	0	0
"ASV29"	0	45.5104551045511	0	1783.58208955224	33.4728033472803	65.121412803532	348.659003831418	0	702.857142857143	720.93023255814	425	366.812227074236	19.6506550218341	9.80392156862746	5.14327700220426	0	278.145695364238	0	0	0	0	312	0	183.333333333333	3395.83333333334	4049.01960784314	518.072289156627	1021.42857142857	36.231884057971	7414.89361702129	161.616161616162	1727.57475083057	4665.54054054054	892.215568862276	0	0	0	0	122.171945701358	0	10.2739726027397	0	37.2881355932204	189.274447949527	0	214.501510574018
"ASV30"	194.501018329939	236.162361623616	282.085561497326	0	573.221757322176	374.172185430464	0	0	0	0	0	0	647.379912663755	895.424836601308	940.484937545922	736.095965103599	1455.29801324503	382.645803698435	0	0	0	28	0	0	0	0	0	0	0	0	25.2525252525253	0	0	0	10.9649122807018	0	0	0	0	0	0	0	0	0	0	0
"ASV31"	0	17.220172201722	60.1604278074866	0	185.495118549512	524.282560706402	0	0	0	0	0	4.36681222707424	123.362445414847	1330.06535947712	1029.39015429831	902.944383860415	745.033112582782	766.714082503556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.9189189189189	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV32"	0	72.5707257072571	77.5401069518717	0	294.281729428173	395.14348785872	0	0	0	0	0	0	294.759825327511	683.006535947713	991.917707567965	490.730643402399	1206.95364238411	254.623044096728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.934131736527	0	0	43.010752688172	0	0	0	0	0	0	0	0	0
"ASV33"	0	0	0	0	82.2873082287308	37.5275938189845	0	0	0	0	0	0	218.340611353712	1820.2614379085	304.922850844967	1103.59869138495	998.344370860927	1378.37837837838	0	0	0	0	0	0	0	0	0	0	7.2463768115942	0	0	23.2558139534884	0	50.8982035928144	0	0	40.621266427718	0	0	0	0	0	0	0	0	0
"ASV34"	392.057026476578	105.781057810578	199.197860962567	0	171.548117154812	306.843267108168	0	0	0	0	0	0	473.799126637555	49.0196078431373	935.341660543718	175.572519083969	750	113.798008534851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.8918918918919	0	0	0	57.3476702508961	0	0	0	0	0	0	0	0	0
"ASV35"	57.0264765784114	503.075030750308	156.417112299465	0	933.054393305439	1821.19205298013	0	0	0	0	0	0	64.410480349345	0	109.478324761205	30.5343511450382	69.5364238410596	42.674253200569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.157894736842	0	228.195937873357	0	18.0995475113122	0	0	0	0	0	0	0
"ASV36"	959.266802443992	47.9704797047971	469.251336898396	74.6268656716418	0	0	0	0	0	0	0	0	17.4672489082969	0	27.9206465833946	0	0	15.647226173542	0	0	0	0	0	0	0	0	0	35.7142857142858	0	0	0	0	0	0	903.508771929825	0	671.445639187575	0	9.04977375565611	34.965034965035	113.013698630137	132.743362831858	128.813559322034	1280.7570977918	1169.86301369863	190.332326283988
"ASV37"	0	0	0	0	0	0	0	0	0	0	10	0	70.9606986899563	3071.8954248366	397.501836884644	1082.87895310796	677.152317880795	477.951635846373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV38"	461.303462321792	143.911439114391	383.689839572193	48.5074626865672	143.654114365411	379.690949227373	0	0	0	0	0	0	125.545851528384	0	133.725202057311	45.8015267175573	76.158940397351	29.8719772403983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1179.82456140351	119.186046511628	988.05256869773	0	280.54298642534	195.804195804196	0	0	0	0	0	0
"ASV39"	0	29.520295202952	10.6951871657754	0	30.6834030683403	65.121412803532	0	0	0	0	0	0	767.467248908297	49.0196078431373	925.789860396767	195.201744820065	650.662251655629	73.9687055476529	0	0	0	0	0	0	0	0	0	0	0	0	10.1010101010101	0	0	20.9580838323353	0	0	65.7108721624851	0	0	0	0	0	105.084745762712	97.7917981072556	32.8767123287671	205.438066465257
"ASV40"	99.79633401222	0	40.1069518716578	451.492537313433	0	34.2163355408389	475.095785440613	332.985386221294	0	0	0	231.441048034935	25.1091703056769	0	48.4937545922116	0	38.0794701986755	0	0	0	0	0	0	0	0	0	0	121.428571428572	0	0	0	0	0	0	508.771929824561	0	1051.37395459976	0	253.393665158371	160.839160839161	167.808219178082	129.793510324484	128.813559322034	0	449.315068493151	1169.18429003021
"ASV41"	0	0	0	0	0	0	0	0	0	0	0	0	184.497816593886	107.843137254902	1022.77736958119	513.631406761178	922.185430463576	143.669985775249	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV42"	0	0	0	0	34.8675034867504	0	777.777777777778	616.910229645094	217.142857142857	158.139534883721	180	382.096069868996	0	0	0	0	0	0	0	129.10284463895	47.9548660084626	316	0	516.666666666667	1010.41666666667	107.843137254902	2963.85542168675	0	112.31884057971	0	414.141414141414	59.8006644518273	0	215.568862275449	0	110.46511627907	0	0	0	0	0	0	0	0	0	0
"ASV43"	70.2647657841141	110.70110701107	0	0	40.4463040446304	39.7350993377483	0	0	0	0	0	0	367.903930131004	0	498.163115356356	121.046892039258	245.033112582782	150.782361308677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771.929824561404	55.2325581395349	611.708482676225	0	285.067873303168	143.356643356643	0	0	0	0	109.58904109589	0
"ASV44"	15.2749490835031	0	5.3475935828877	0	0	4.41501103752759	0	0	0	0	0	0	33.8427947598253	611.111111111111	280.675973548861	214.830970556161	110.927152317881	455.192034139403	0	0	0	28	12.7118644067797	0	0	0	0	0	0	0	0	0	0	0	0	0	1376.34408602151	0	0	0	0	0	0	0	0	0
"ASV45"	157.841140529532	146.371463714637	390.374331550802	0	82.2873082287308	0	0	0	0	0	0	0	0	0	0	0	0	0	135.693215339233	212.253829321663	129.760225669958	240	165.254237288136	0	0	0	0	0	496.376811594203	0	712.121212121213	0	0	332.335329341317	0	0	0	0	0	0	0	0	0	0	0	0
"ASV46"	0	47.9704797047971	0	0	15.3417015341702	48.5651214128035	0	0	0	0	0	0	524.017467248908	0	640.70536370316	28.3533260632497	377.483443708609	75.3911806543386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.9041916167665	0	0	227.00119474313	0	0	0	78.7671232876713	56.047197640118	196.610169491526	211.356466876972	63.013698630137	447.129909365559
"ASV47"	0	0	0	294.776119402985	33.4728033472803	45.2538631346578	80.4597701149426	18.7891440501044	542.857142857143	651.162790697675	295	131.004366812227	17.4672489082969	0	0	7.63358778625954	31.4569536423841	0	159.29203539823	87.527352297593	28.2087447108604	304	601.694915254238	400	218.75	362.745098039216	771.084337349399	1435.71428571429	50.7246376811594	265.957446808511	60.6060606060606	548.172757475083	810.810810810811	287.425149700599	43.859649122807	46.5116279069768	20.310633213859	165.876777251185	248.868778280543	104.895104895105	20.5479452054795	0	145.762711864407	173.501577287066	115.068493150685	27.190332326284
"ASV48"	46.8431771894094	65.1906519065191	0	3727.61194029851	0	13.2450331125828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535.087719298246	61.046511627907	168.458781362007	0	855.203619909503	835.664335664336	0	0	138.983050847458	0	0	326.283987915408
"ASV49"	0	0	0	0	239.888423988842	0	0	0	0	265.116279069768	0	111.353711790393	0	0	0	0	0	0	306.784660766962	240.700218818381	458.392101551481	324	88.9830508474577	238.888888888889	1895.83333333334	382.352941176471	506.024096385543	0	0	0	0	0	0	0	201.754385964912	500	162.485065710872	222.748815165877	212.669683257919	195.804195804196	0	0	0	0	0	0
"ASV50"	483.706720977597	255.842558425584	296.791443850267	0	158.995815899582	516.556291390729	0	0	0	0	0	0	14.1921397379913	0	16.1645848640705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.700119474313	0	0	0	143.835616438356	0	47.4576271186441	132.492113564669	169.86301369863	0
"ASV51"	71.2830957230143	200.492004920049	30.7486631016043	0	46.0251046025105	38.6313465783664	0	0	0	0	0	0	272.92576419214	0	406.318883174137	104.689203925845	307.94701986755	137.980085348506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.0215053763441	0	0	0	0	0	50.8474576271187	85.1735015772871	169.86301369863	0
"ASV52"	295.315682281059	62.7306273062731	183.155080213904	0	39.0516039051604	493.377483443709	0	0	0	0	0	0	70.9606986899563	107.843137254902	132.990448199853	119.956379498364	137.417218543046	49.7866287339972	0	4.37636761487965	0	0	0	77.7777777777778	0	0	0	0	0	0	0	0	0	0	13.1578947368421	0	112.305854241338	0	0	0	0	0	10.1694915254237	0	0	0
"ASV53"	4.07331975560082	55.3505535055351	56.1497326203209	0	105.997210599721	208.609271523179	0	0	0	0	15	0	127.729257641921	0	484.937545922116	73.0643402399128	119.205298013245	51.2091038406828	0	0	0	44	0	38.8888888888889	0	0	0	0	0	0	25.2525252525253	0	10.1351351351351	0	0	0	271.206690561529	0	0	0	0	0	0	0	0	0
"ASV54"	0	0	0	0	133.891213389121	0	0	0	0	0	0	0	0	0	0	0	0	0	333.333333333333	304.157549234136	413.258110014104	260	88.9830508474577	72.2222222222223	0	0	0	0	0	0	0	0	0	0	219.298245614035	822.674418604651	156.511350059737	255.924170616114	307.692307692308	223.776223776224	0	0	0	0	0	0
"ASV55"	0	0	0	0	0	0	0	0	0	0	0	0	302.401746724891	35.9477124183007	437.178545187362	81.7884405670665	713.576158940397	52.6315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV56"	0	0	0	14.9253731343284	0	0	19.1570881226054	0	0	0	0	13.1004366812227	0	0	0	0	0	0	0	0	0	0	0	0	20.8333333333334	137.254901960785	0	28.5714285714286	0	0	10.1010101010101	186.046511627907	111.486486486487	119.760479041916	0	0	0	0	0	0	0	0	0	12.6182965299685	0	21.1480362537764
"ASV57"	30.5498981670061	750.307503075031	80.2139037433155	52.2388059701493	450.488145048815	221.854304635762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV58"	0	167.281672816728	92.2459893048129	0	295.676429567643	827.814569536424	0	0	0	0	0	0	0	0	46.2894930198384	0	44.7019867549669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.9824561403509	0	74.0740740740741	0	0	0	0	0	0	0	0	0
"ASV59"	0	0	2.67379679144385	0	6.97350069735007	9.93377483443709	0	0	0	0	0	0	30.5676855895197	169.934640522876	345.334313005143	232.279171210469	670.529801324503	174.964438122333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV60"	0	86.1008610086101	48.1283422459893	0	39.0516039051604	293.598233995585	0	0	0	0	0	0	133.187772925764	0	160.911094783248	77.4263904034896	225.165562913907	96.7283072546231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.350877192982	0	222.222222222222	0	0	0	0	0	0	0	104.109589041096	0
"ASV61"	89.6130346232179	45.5104551045511	137.700534759358	0	129.707112970711	941.501103752759	0	0	0	0	0	0	0	13.0718954248366	7.34753857457752	0	11.5894039735099	5.68990042674253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.57894736842105	0	29.868578255675	0	0	0	0	0	0	28.391167192429	19.1780821917808	0
"ASV62"	76.3747454175153	0	14.7058823529412	458.955223880597	25.1046025104603	20.9713024282561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8571428571429	0	0	0	0	0	0	6.57894736842105	0	0	0	0	0	102.739726027397	112.094395280236	511.864406779661	728.706624605678	1263.01369863014	226.586102719033
